id,facebook_id,page_name,page_type
9913,786138054750620,Karin Nødgaard,politician
9915,520449877993541,Raul Pont,politician
9918,249502305186210,João Leite,politician
9926,121166464709061,Heinz Riesenhuber,politician
9929,705268979495371,Annette Lehmann,politician
9931,402027323290064,Lenín Moreno,politician
9951,167959466567766,Jorge Henn,politician
9953,467309936800270,Michael Chong,politician
9956,1656103148016226,Carl Cevin-Key Coste,politician
9958,110417012355611,Jamie Parker MP,politician
9961,530529360362928,Guillermo Durand Cornejo,politician
9967,1595489564062253,Kezia Dugdale,politician
9984,311890005553741,Nico Wehnemann (DER Politiker),politician
9987,69153026654,Jerzy Buzek,politician
9990,427271967380241,Lucas Delfino,politician
10000,410655005626777,Deputado Federal Lincoln Portela,politician
10009,427554730643,Renata Polverini,politician
10018,622960077796021,Dr Anthony Lynham,politician
10019,6170309302,Dick Durbin,politician
10020,167113146790584,Brian Fincheltub,politician
10024,38423524033,Nicola Zingaretti,politician
10027,404417269691086,Ghislain Bolduc,politician
10030,137639929606868,Karl Öllinger,politician
10031,1780736592212699,Bob Benzen,politician
10032,134516446622428,Eduardo Costa,politician
10043,748694431822604,Kerry Diotte,politician
10046,170612978451,Manuel Añorve Baños,politician
10049,542605582431001,Christian Hirte,politician
10059,297207456997968,Tzachi Hanegbi - צחי הנגבי,politician
10060,190766187705139,Maximilian Schmidt,politician
10061,35174839093,Xavier Bertrand,politician
10062,19671249720,Dominic LeBlanc,politician
10066,7860876103,Joe Biden,politician
10069,587492024677202,Hildo Rocha,politician
10072,586459158115160,Senator Mitch Fifield,politician
10073,260690983940961,尹兆堅 Andrew Wan,politician
10075,534110926697318,Angélique Delahaye,politician
10076,297511463596014,Matthew Bourke,politician
10078,217807911678828,Sophie Pécriaux,politician
10082,107836625941364,Yair Lapid - יאיר לפיד,politician
10087,129931940492158,יעקב פרי - Yaakov Perry,politician
10094,61457331088,Dr. Helge Braun,politician
10105,1541473532736433,Patty Hajdu,politician
10106,240389652640691,Marinha Raupp,politician
10111,252347094954938,Morten Ryom,politician
10116,351364005000140,Daniela Ludwig,politician
10117,125061526477,Hans-Joachim Fuchtel,politician
10120,484602704917458,Witold Waszczykowski,politician
10129,104145414310,Olaf Scholz,politician
10130,765634060121064,Vidar Helgesen,politician
10131,743846335706090,Jane Ellison,politician
10137,357968997676025,Diane Bellemare,politician
10148,150515840016,Andrew Pakes,politician
10153,681554391888930,Igor Soares,politician
10172,293741917336662,Alfonso Alonso,politician
10173,1386941401579023,Marie-Claude Nichols,politician
10174,152472278103133,賴清德,politician
10180,791201320957039,Dr João,politician
10181,26923332720,Jean-Louis Borloo,politician
10184,407084009419897,Dr. Szakács László,politician
10185,1521288524756090,Félix Mendonça Júnior,politician
10187,322652114566677,Carsten Linnemann,politician
10188,473321849472895,Nirmala Sitharaman,politician
10190,140091366077586,"Christian Goiny, MdA",politician
10201,204197276316838,Deputado Augusto Carvalho,politician
10211,23182996671,Dora Bakoyannis - Ντόρα Μπακογιάννη,politician
10213,1334829829878978,Urkullu Lehendakari,politician
10216,1099111430117939,Joël Godin - Député de Portneuf—Jacques-Cartier,politician
10217,109882592443939,Silke Gajek,politician
10221,469506176414952,Grant Robertson,politician
10224,51275855094,Bobby Jindal,politician
10226,1677654202509524,Richard Burgon MP,politician
10227,121854361302268,დავით ნარმანია/David Narmania,politician
10239,265196320224532,Pietro Laffranco,politician
10243,1324580024237618,林全,politician
10250,238727416280381,Warren Christopher,politician
10251,200425033397566,Ernesto Gándara,politician
10255,422665147807048,Gerben-Jan Gerbrandy,politician
10256,58736997707,Marco Rubio,politician
10257,7328265549,John Boehner,politician
10258,105381459280,Mechthild Rawert,politician
10259,1587853251474770,Robert Habeck,politician
10271,191585464317302,Cécile  Kyenge Kashetu,politician
10275,136224023082363,Jaques Wagner,politician
10282,728912523858841,Randeep S. Sarai,politician
10284,390374047708572,Wasny de Roure,politician
10289,280944275584425,James Milligan MLA,politician
10292,455538147816890,Gerhard Schick,politician
10300,619908708100347,Santi Fisas,politician
10306,1439011312989701,Jorge Taiana,politician
10308,1647539918829065,Raimonds Vējonis,politician
10314,1384780261783069,Reimer Böge,politician
10315,1489879081317918,Eva Lawler MLA: Member for Drysdale,politician
10322,9294083644,Ricardo Lagos,politician
10323,666637086783038,Caroline Dinenage,politician
10325,214672635464,Jean-Claude Marcourt - Officiel,politician
10329,300320033502806,立法委員林為洲,politician
10335,190642107714952,Otavio Leite,politician
10336,1435306616714852,Filip Humplík,politician
10338,259386257405548,Alejandra López Noriega,politician
10351,31779288732,Linda Duncan,politician
10355,1571602099726619,Catherine Beaubatie,politician
10358,28642546631,Marion Fellows MP,politician
10360,278256552212142,Edward Davey,politician
10362,1514129135466162,Barbara Kuriger MP,politician
10367,112226978789055,Mile Janakieski,politician
10368,457082247661538,Marylise Lebranchu,politician
10369,248404171920331,Philippe Courard,politician
10370,297499043722950,François-Philippe Champagne,politician
10373,97417066189,Trond Giske,politician
10377,143321739175847,Franz-Josef Holzenkamp,politician
10381,800041743487952,Shaun Leane MP,politician
10387,1043694979020538,David Stögmüller,politician
10388,318192625022715,Carlos Matos,politician
10396,60074915591,Katrin Göring-Eckardt,politician
10398,314715091910426,Diederik Samsom,politician
10399,1527357617501965,Pablo Rodriguez,politician
10408,286689658107688,Stephan Albani,politician
10409,177456925669161,Зандаахүү Энхболд Zandaakhuu Enkhbold,politician
10421,165586366789447,Ignacio Diego Cantabria,politician
10424,167953373296468,Luciano Leitoa,politician
10428,740858382630543,Seb Dance MEP,politician
10443,360115680671622,Ralph Lenkert,politician
10448,492934580740220,Shelley Moore Capito,politician
10449,85974284179,Aristóteles Sandoval,politician
10453,126892407417157,Raymond Walk,politician
10459,194900680538033,Knut Fleckenstein,politician
10464,1375993365821383,Marco Buschmann,politician
10465,335125996664780,Juan Mari Aburto,politician
10469,1549511365261275,Omar De Marchi,politician
10477,1517446455195636,Catiuscia Marini,politician
10478,1498813583685622,Anders Vistisen - Dansk Folkeparti,politician
10479,171724719552511,Jutta Steinruck,politician
10481,334139156709035,Emilio Monzó,politician
10482,122108934148,Gabriele Heinisch-Hosek,politician
10483,299920016701445,Xiomara Castro De Zelaya,politician
10484,181068275415047,Martina Anderson MEP,politician
10487,239595939526679,Devendra Fadnavis,politician
10489,39829403685,Aurore Bergé,politician
10490,31116589096,Andre Carson,politician
10491,187653561280861,Josue Sanchez,politician
10493,246519135434804,Hilda Flores Escalera,politician
10495,7090829369,Peter DeFazio,politician
10497,45289011269,蘇貞昌,politician
10498,47918118982,Karen Bass,politician
10500,202721979758671,Mike Lake,politician
10501,109239419107411,Stephen Cowan,politician
10508,1551490161801314,Phil Boswell,politician
10510,1013772845348966,Senator Denise Batters,politician
10513,114519401920620,Ewa Klamt,politician
10516,173196886046831,משה (בוגי) יעלון - Moshe (Bogie) Ya'alon,politician
10517,155075304519795,Vytautas Gapšys,politician
10521,702460456564858,Matthias Brauner,politician
10524,420265928063107,Misael Varella,politician
10528,1650606491859086,Senator Concetta Fierravanti-Wells,politician
10537,489481517889719,Alfredo Barnechea,politician
10542,96698547915,Hans Christian Ströbele,politician
10545,1421367591430519,Miguel Ángel Yunes Linares,politician
10552,433052760111334,Jarosław Wałęsa,politician
10555,39194541779,Graham Watson MEP,politician
10558,561599087278335,Ivana Maletić,politician
10560,580305632065797,Guy Lauzon,politician
10562,540911505996048,Steve Dimopoulos MP for Oakleigh,politician
10573,414763141986597,Rogán Antal,politician
10577,638247852865845,Karl Lauterbach,politician
10579,245982425545021,Francesca Businarolo MoVimento 5 Stelle,politician
10581,154631861234059,吳秉叡,politician
10589,128314543929691,Mateo Isern,politician
10596,136985309756432,"Angelika Krüger-Leißner, MdB",politician
10597,200214566704189,Mike Freer MP,politician
10602,136874086417641,Ben Howlett,politician
10604,16100981119,John Eren MP,politician
10607,184278081698180,Ashok Gehlot,politician
10615,394111500712353,John Wray,politician
10616,217008181657329,Teresa Surita,politician
10623,1605329513070324,Andrea Levy Soler,politician
10630,281219301931458,蔡其昌,politician
10634,225436390816202,Danny Freymark,politician
10638,933921763326425,Catherine Cortez Masto,politician
10639,807281439401665,Martín Ocampo,politician
10648,723311241034230,Natalie Suleyman MP,politician
10650,400223946701308,François Legault,politician
10651,194997200845312,Giorgi Kvirikashvili,politician
10654,258372870902870,Federico Pizzarotti,politician
10657,1465432700385803,Ben Lobb,politician
10661,143382602349078,Kiss László,politician
10664,1668862666766878,Klaus Bouillon,politician
10672,1491566821079613,Matt DeCourcey,politician
10673,138123739691583,Karina Gould,politician
10676,559946604051013,Fábio Ramalho,politician
10677,1018973434835820,Antonio Bassolino,politician
10680,192816657562190,Antonio Bulhões,politician
10686,241503652726,Katrín Jakobsdóttir,politician
10697,998437996886659,Paul Kirby: Member for Port Darwin,politician
10712,182266801912488,Massimiliano Smeriglio,politician
10715,1447256342231727,Nathan Cooper,politician
10716,754460884658632,Richard Colbeck,politician
10717,611607788961566,Phil Hogan,politician
10722,710795848940231,陳雙全,politician
10725,1485685785066189,Gabrielle Lemieux,politician
10729,300073646806,Joan Burton,politician
10730,418591908199129,Leo de Brito,politician
10734,904819546225376,Drew Hendry MP,politician
10736,229375179499,Jaime Perelló,politician
10740,1156027067759348,Børge Brende,politician
10744,317113615022843,César Acuña,politician
10747,377544675719940,Anne Marie Morris MP,politician
10748,17790106373,Bill Peduto,politician
10753,479817288743698,Miguel Angel Riquelme Solis,politician
10755,57693928215,Cory Bernardi,politician
10756,451196535029551,Joachim Stamp,politician
10760,494458820590374,Sara Paglini,politician
10761,150255771679533,Karen Andrews MP,politician
10778,297161751379,Andrew Katos - Member for South Barwon,politician
10784,436609836350314,Marco Tebaldi,politician
10786,1607472206144719,Philippe Juvin,politician
10787,186159618095984,Julio Zamora,politician
10788,582674325076851,Nilmário Miranda,politician
10801,1112165482134440,"James Gaffney - Green Party, Limerick City",politician
10808,6085639091,Nick Clegg,politician
10814,110161394624,Caren Marks,politician
10818,417611728255943,Lynn Westmoreland,politician
10822,658206167577448,State Representative Greta Johnson,politician
10825,518889098214357,Flávia Morais,politician
10828,324431607725028,Wendy Lovell MP,politician
10830,190177291172840,Ing. Aquiles Córdova Morán,politician
10833,1469005736672238,Daniel Dalton MEP,politician
10835,502689826503669,Alan Farrell TD,politician
10841,53388213256,Vincenzo De Luca,politician
10843,1419031998316375,Marise Payne,politician
10846,120229051399187,Martín Fresneda,politician
10855,51971637084,José Antonio Nieto,politician
10860,129674383714825,Lily D'Ambrosio MP,politician
10865,187829934586948,Rosane Doré Lefebvre,politician
10867,664771476880455,Anna Zaborska,politician
10869,213963285282972,Tshering Tobgay,politician
10873,53390376026,Baupin Denis,politician
10875,1442170879331980,Dr. Stefan Heck,politician
10879,7822408815,Jane Nelson,politician
10880,382418695453810,Jan Metzler,politician
10893,644337855593624,Fanny Dombre Coste,politician
10894,207401585966233,Inger Støjberg,politician
10904,1130788947028509,Nicole Langer,politician
10907,191837000989877,César Colnago,politician
10915,1428526447361225,Hiszékeny Dezső,politician
10916,56504926071,Guillermo Fernández Vara,politician
10920,568990776523991,Пламен Орешарски,politician
10929,305025426357498,Christel Sprößler,politician
10932,543585802484989,Michael Pettersson MLA,politician
10936,355760197827847,Bob Katter,politician
10941,229431537138963,Cristiane Brasil,politician
10942,128778643864854,Зоран Ставрески,politician
10946,117593944980769,Jevgeni Ossinovski,politician
10951,735998206442796,Priyanca Radhakrishnan,politician
10953,479888388750639,Alberto Airola - Movimento 5 Stelle,politician
10955,432792516918577,Nini Sapunaru,politician
10960,214378778754371,Pepe Vargas,politician
10961,1847922035424580,Mary Ng,politician
10962,141720165842248,Hermann Schützenhöfer,politician
10963,59320658487,Bobby Schilling,politician
10965,211275385568590,Ajay Singh Chautala,politician
10968,335584086555989,Nina Scheer,politician
10970,518934634790241,Peter Kaiser,politician
10978,230935713774966,Jenny Macklin MP,politician
10979,1561234397446037,Gareth Johnson MP,politician
10981,1380211668909443,姚文智翻台北,politician
10983,137746666253194,Ann Kirkpatrick,politician
10986,764166410395022,Walter Nussel MdL,politician
10990,9514417573,David N. Cicilline,politician
10995,63215533503,Hubertus Heil,politician
11003,6815841748,Barack Obama,politician
11006,229017740475871,Cornelia Möhring,politician
11009,791925860826604,Jeremy Buckingham,politician
11010,373771849427538,Nicolas Bay,politician
11011,334810013335023,Aluisio Mendes,politician
11013,203533352441,Joy Burch MLA,politician
11014,39665499642,Lisa Madigan,politician
11019,117727151619588,Iñigo de la Serna,politician
11024,141919912684120,Dr. Martin Huber,politician
11026,876000515751444,Angus MacNeil MP Na h-Eileanan an Iar,politician
11031,204388219715107,Sam Gyimah,politician
11036,126886354020958,Senator Lisa Singh,politician
11040,220796314615357,楊曜Yangyao,politician
11044,258894240972357,Paschal Donohoe,politician
11049,350332685155921,Maria Klein-Schmeink,politician
11053,497946623573595,Jean Leonetti,politician
11054,174154032971358,Helmut Radlmeier,politician
11077,152857894747820,Jesús Alberto Cano Vélez,politician
11080,261153657290417,José Blandón,politician
11085,384427058298565,Eoghan Murphy,politician
11087,51763052234,Mike DeWine,politician
11097,835390969835583,Declan Clausen,politician
11099,794959433858802,Dulce Miranda,politician
11102,537762462924537,Anthony Albanese MP,politician
11108,151586248228633,李婉鈺的園地,politician
11110,354764524584734,Nilson Pinto,politician
11124,6357483327,Jake Porter,politician
11129,263526990446424,Sabine Weiss,politician
11138,371014716325761,Anne Baastrup,politician
11139,204906209558507,Hermann-Josef Tebroke,politician
11140,1397033537208197,Majid Jowhari,politician
11143,114294791962509,Danielle Green MP - Member for Yan Yean,politician
11149,154308617994137,Peter Tauber,politician
11150,349068689306,Tim Scott,politician
11153,118177008336880,Jorge Boeira,politician
11155,273489662667419,Graco Ramírez,politician
11158,264498186977194,Kymberly Marcos Pine,politician
11160,1530971543797682,Gary Anandasangaree,politician
11161,145460302151603,Sven Wolf,politician
11162,642488132534201,Julian Brazier,politician
11164,371181196378044,Rainer Hinderer,politician
11165,174866249236469,Tulsi Gabbard,politician
11170,231252126891977,Simon Harris TD,politician
11172,1067821176570031,Paul Ziemiak,politician
11178,490057484500952,Dr. Nicole Hoffmeister-Kraut,politician
11179,27321532378,Pierre Poilievre,politician
11181,108306662588386,Maria Vassilakou,politician
11191,139767742461,Manuel Velasco Coello,politician
11200,472741216092182,Philippe Couillard,politician
11202,160513344045084,John Neely Kennedy,politician
11206,175499569250310,Mauro Mariani,politician
11217,969991799799891,Monika Grütters,politician
11219,1542624742637666,Carlos Joaquín,politician
11223,333058400178329,鄭文燦,politician
11228,116439482501,François Hollande,politician
11242,238903929634988,Dariusz Rosati,politician
11243,274475286702,Muharrem İNCE,politician
11245,268855733626500,Senator Paul Massicotte,politician
11249,584201524953119,Laura Sandys,politician
11251,438211739615427,Elmar Brok,politician
11257,32750207194,Davide Caparini,politician
11258,144682868900061,Umut Oran,politician
11261,334720110067940,"Jaromír Štětina, člen EPP frakce Evropského parlamentu",politician
11265,1444820465778931,פרופ' מנואל טרכטנברג - Prof. Manuel Trajtenberg,politician
11267,298961820156150,黃碧雲 Helena Wong,politician
11268,355062777938167,Carla Ruocco,politician
11270,623230457774334,יובל שטייניץ,politician
11272,545435958804741,Claudette Buttigieg,politician
11274,1428631237394705,Brett Hudson MP,politician
11279,272988209443,Royston Smith MP,politician
11282,597979060338987,Tim Hammond,politician
11285,169196224815,Giovanni Capriglione,politician
11287,247306032087347,Plauto Miró,politician
11288,248731638661429,Bernd Kölmel,politician
11290,1862425780650296,Clare Haughey MSP,politician
11292,153250738045246,Miguel Ángel Osorio Chong,politician
11294,283589601755460,Walter Alves,politician
11296,117871478407495,Craig Kelly,politician
11297,1974822512656714,Fernando Martínez Guerrero,politician
11299,534301150062149,Tarana Halim,politician
11310,114129008623973,基隆.蔡適應,politician
11316,244476505719157,Alessandro Zan,politician
11318,355448704565626,Jacinta Allan,politician
11321,1411645415522689,Ernst Dieter Rossmann,politician
11324,412821402124683,Steve Georganas,politician
11326,1584130918547858,Melanie Bernstein,politician
11328,36222173596,Mary Norwood,politician
11334,196613150441899,Wilson Filho,politician
11338,111110838911418,Luis Alberto Villarreal,politician
11339,141189546429,謝長廷,politician
11340,184948081656256,Paulo Foletto,politician
11353,207184805959078,Senator Scott Newman,politician
11362,366472716780042,Brian Gallant,politician
11369,133863926759971,Christophe Castaner,politician
11370,76599755300,Kemal Kılıçdaroğlu,politician
11377,432834280061972,Mariusz Błaszczak,politician
11378,1024827034206773,Manuel Hagel,politician
11387,164221090300505,Jenny Mikakos MP,politician
11395,253928198013563,John Woodcock MP,politician
11397,1428110734099074,Kirsten Brosbøl,politician
11407,484307125043871,Deidre Brock MP,politician
11408,825803544101537,Senator Carol Brown,politician
11410,535129983255212,Jody Wilson-Raybould,politician
11412,531761723507375,Kristian Thulesen Dahl,politician
11413,191079027606193,Matthew Dubé,politician
11418,540171066114754,Thalatha Atukorale,politician
11424,239016346223324,Barnaby Joyce,politician
11438,197365980300021,Ch. Birender Singh,politician
11446,662955787059972,Shane King MP-  Labor for Kurwongbah,politician
11456,485787344864042,Dave Brat,politician
11462,143462899029472,Imran Khan (official),politician
11470,303864729714830,Leonardo Gadelha,politician
11480,304147439715179,Maria Edera Spadoni,politician
11482,1422594927985519,Angela Albino,politician
11483,224476247605395,Dep Pr Jefferson Campos,politician
11485,728842613851000,Margaret Quirk MLA,politician
11487,55574168445,Axel  Fischer,politician
11489,142026376065,Jeremy Lefroy,politician
11492,678827812160398,Alex Nuttall MP,politician
11502,162319074217,שלי יחימוביץ,politician
11507,137242332988342,Joel Fitzgibbon MP,politician
11511,1551114491865638,Heike Troles,politician
11513,264255763612618,Matteo Richetti,politician
11514,249601011844044,Volker Ullrich,politician
11522,488020057942864,Diego Andrade,politician
11524,784441001689254,Dr Mike Freelander MP,politician
11525,212140395561960,Stephen Bennett MP,politician
11526,301058486666221,Raila Odinga,politician
11528,347939248636912,Arvind Kejriwal,politician
11531,302282753147898,אילן גילאון,politician
11535,305655596286980,Paul Goldsmith,politician
11544,7587892051,Denis Napthine,politician
11546,1387626711450652,Chris Crewther MP - Federal Member for Dunkley,politician
11551,457829930992678,Átila Lira,politician
11560,225305220964084,Diego De Lorenzis Cittadino,politician
11565,756569964415311,Carmel Sepuloni MP,politician
11569,302158106494053,Katja Suding,politician
11570,265344823886953,Gottfried Curio,politician
11577,402939399799939,Senator Enverga,politician
11583,1385957395065712,Frank Sitta,politician
11585,226774424126627,Wolfgang Hellmich,politician
11589,209029592482992,Ernesto Cordero,politician
11590,588064641221810,André Puccinelli,politician
11592,175517041850,Дмитрий Медведев,politician
11603,107070952670430,"下港的囝仔, 蔡金晏",politician
11611,21751825648,Justin Trudeau,politician
11615,449533531817208,Alejandra Morlan,politician
11618,94770791681,Гордана Јанкулоска / Gordana Jankuloska,politician
11619,208885689161259,Aled Roberts,politician
11621,703315986384134,Margot Wallström,politician
11623,1592175234352394,Mike Weissman,politician
11641,1619254621705782,Nathan Guy,politician
11648,388373991228771,Patrick Janssen,politician
11650,115428891854187,מייקל אורן Michael Oren,politician
11661,211802328892810,Clyde Williams,politician
11663,397221667112336,Luke Foley,politician
11666,115677711795604,Annick Lepetit,politician
11674,375378392548778,Councillor Fiona O'Donnell,politician
11675,272342882878893,Mike MacKenzie,politician
11680,29384148415,Paul Magnette,politician
11689,228495247181269,Tom Hayes,politician
11693,461364607347621,Torsten Gejl,politician
11694,500575476680160,Michael Fabricant,politician
11695,1764400540452321,Steen Christiansen,politician
11696,286205464774116,Éricka Bareigts,politician
11699,122807377823217,Delegado Francischini,politician
11701,302167809820148,"Francois André, Député d'Ille-et-Vilaine",politician
11706,227922987222524,Calin Popescu Tariceanu,politician
11707,549184375195133,Malini Laxmansingh Gaur,politician
11709,246939565393407,Volkmar Vogel,politician
11710,64045221376,Stefan Kaufmann,politician
11712,243225039137708,Beate Meinl-Reisinger,politician
11719,275065419228117,Achim Post,politician
11723,426558320707110,René Mendívil,politician
11739,150220718376530,Chen Show Mao,politician
11747,708575259231844,Roberto Góes,politician
11749,569278623090292,Oliver Grundmann,politician
11757,916340871825028,"Marc Bourcier, député de Saint-Jérôme",politician
11758,1536943376533126,"Michaela Kaniber, MdL",politician
11767,44746457369,Rick Santorum,politician
11768,1443106535933598,Stephen Fuhr CD MP,politician
11769,19891033712,Geoff Regan,politician
11770,782318781803455,Florian Nöll,politician
11776,244967188956849,Bruno Araújo,politician
11777,469144566601331,Virginia Raggi,politician
11782,667736043259585,J.P.Nadda,politician
11786,769588653098698,David Bennett MP,politician
11793,531003443611352,David Usupashvili Official,politician
11796,775262769219310,עודד פורר - Oded Forer,politician
11802,183687801702144,Mark Pocan,politician
11805,395640497211143,Jill Seymour MEP,politician
11807,319861065494,John Tory,politician
11808,282533751850786,André Villeneuve,politician
11823,1482024028702535,Petro Auštrevičiaus biuras,politician
11825,131182018871,Patty Murray,politician
11826,127879353894732,Delegate Ariana Kelly,politician
11828,370738376378204,Ricardo Izar - Deputado Federal,politician
11830,385534454957920,Stuart Donaldson,politician
11831,581176261969765,Luke Hall MP,politician
11832,302363959836988,Zé Eliton,politician
11833,603606813109223,Richard Wynne MP,politician
11835,255561140084,Panos Kammenos,politician
11839,139809179397099,Marek Krząkała,politician
11842,885186511538056,Philip Dalidakis MP,politician
11849,337368156374937,Sebastian Hartmann - SPD,politician
11853,244779385722524,Gerald Darmanin,politician
11858,161849943951293,Lokman Çağırıcı,politician
11865,535262179919835,Tomasz Grodzki,politician
11866,111799732192,Frank Guinta,politician
11868,474891965859816,Ramón Guerrero,politician
11879,750689868285972,Pedro Sánchez Pérez-Castejón,politician
11881,600300673472175,Ann Linde,politician
11882,549530398459933,Alper Taşdelen,politician
11887,1608885519353898,Søren Gade,politician
11893,1814416108783688,Ivan Lewis MP,politician
11897,106694729500758,Dr. Edgar Franke,politician
11898,446717938731095,Jozo Radoš,politician
11905,459132174118391,Jorge Tadeu Mudalen,politician
11908,995742947182709,Richard Longstreth,politician
11909,44833802365,Anders Samuelsen,politician
11911,62266509441,Hon. Gordon Rich-Phillips MLC,politician
11913,590915664316549,Luc Blanchette,politician
11916,6934857868,Mike Huckabee,politician
11927,515338715236513,Trine Bramsen,politician
11929,1416610568571045,Steffen Kanitz,politician
11940,485710591592643,Tomás Guanipa,politician
11944,1620683121526995,Tracey Martin,politician
11945,380151205497045,Torbjørn Røe Isaksen,politician
11946,346662715427037,Gülistan Yüksel - Miteinander. Für Deutschland.,politician
11948,371426819606751,יואל רזבוזוב - Yoel Razvozov,politician
11949,292833470875874,Sachin Pilot,politician
11950,140169192769764,Marc Joulaud,politician
11952,616484361701607,רינה פרנקל - Rina Frenkel M.K.,politician
11958,606321216096498,李彥秀,politician
11967,1433929133492494,Renata Abreu,politician
11969,116840355039504,Tom Lukiwski,politician
11970,155867351255313,Martin Foley MP,politician
11974,179145705625308,Otávio Trad,politician
11978,577397785659704,Nicolae Timofti,politician
11982,400715293296960,Jan Novák,politician
11986,271950839646537,Paulo Câmara,politician
11988,95364836407,Michael Gunner,politician
11992,175217769351510,Bill Tilley MP,politician
11998,554153017969006,Marian Wendt,politician
11999,99985820015,Guy Verhofstadt,politician
12001,195774537238903,Assis Carvalho,politician
12002,137027750264,William A. Flanagan,politician
12003,187869627968575,Roberto Tripoli,politician
12004,1579472235633567,Christina Gray,politician
12005,172433799481733,Fernando Sánchez,politician
12009,144997275568530,Ravneet Singh Bittu,politician
12010,157611744332183,Drew Springer,politician
12012,90458392990,Nicolas Dupont-Aignan,politician
12016,141449282619816,Milan Štěch,politician
12018,348163145304496,Daniel Born MdL,politician
12021,333360370190771,James Kelly MSP,politician
12029,308862849157569,Mehbooba Mufti,politician
12032,262986640427464,Thomas Strobl,politician
12034,7357041101,Tammy Baldwin,politician
12035,316142671792595,María Elena Orantes,politician
12036,528887520528857,Randy Boissonnault,politician
12037,1515958192015835,Shaun Chen,politician
12038,453244114733532,Tim Crakanthorp MP,politician
12042,650889958427112,Julien Bender,politician
12047,115038581918193,Mark Mitchell MP,politician
12051,129346637105663,"Jess Mears, Libertarian",politician
12053,252306033154,Matteo Salvini,politician
12055,1418302308452871,Tim Loughton MP,politician
12056,694465213925897,Natalie Hutchins MP,politician
12057,130532280844,Nicole Ameline,politician
12058,94523197970,Najat Vallaud-Belkacem,politician
12061,1402642849994500,Ricardo Vale,politician
12062,622028857838106,吳琪銘,politician
12064,201760779962914,Matthias Strolz,politician
12066,1585913344991685,Stéphanie Vallée,politician
12075,353898054715969,Romero Jucá,politician
12086,108101059316321,Jean-Louis Costes,politician
12101,439102769545668,"Sénateur Claude Carignan, C. P.",politician
12105,1501975240084134,Isabelle Simonis,politician
12106,519955534809767,Jyrki Katainen,politician
12111,338099619662521,Richard Atkinson,politician
12112,885367448177343,Bob Zimmer,politician
12115,296496767142600,Milind Deora,politician
12116,355456486093,Lars Klingbeil,politician
12121,489204974586589,Damien English,politician
12122,152393064942305,Luke Pollard,politician
12124,580435042016921,Brian Mitchell Federal MP for Lyons,politician
12130,1464829283764986,Juscelino Filho,politician
12131,886968011353216,Stephen Crabb,politician
12134,247923061984005,Harald Petzold,politician
12140,24384473871,Glenn Thibeault,politician
12160,801033613314900,Senator Scott Ryan,politician
12161,138422136179542,Ministerpräsident Michael Kretschmer,politician
12163,513426458700943,Luiz Caetano,politician
12166,143232155749217,Morten Løkkegaard,politician
12168,270071526361963,Moreira Franco,politician
12171,255536691128850,Raimundo Matos,politician
12177,148276751993726,Héctor Larios Córdova,politician
12180,279214645808006,Martin Sträßer,politician
12186,594686523968412,Rémi Massé,politician
12199,153769668021186,Wulf Gallert,politician
12200,259343267436363,Representative Ed Thompson,politician
12202,193944440638410,Karácsony Gergely,politician
12208,686740488143355,Nadja Weippert,politician
12210,281835005264380,Eric Swalwell,politician
12212,434013326688765,Usman Dar,politician
12216,162498153843703,Vitor Penido,politician
12222,317650406403,Oommen Chandy,politician
12227,264449113754639,Kelly McCauley,politician
12228,474354692623378,Biggi Bender,politician
12230,1424743017807361,Simone Raatz,politician
12233,271154499718170,Cr Robert Davies - Mulgrave,politician
12234,53275233310,Mayor Liz Lempert,politician
12239,275079235865652,Humza Yousaf,politician
12246,192840244104283,Eran Wickramaratne,politician
12248,132849650207840,Heribert Hirte,politician
12250,290531544304742,Jesús Casillas,politician
12259,287928458054821,Raimundo Ribeiro,politician
12260,310731772300456,Marie-George Buffet,politician
12261,127608807419079,Andreas Scheuer,politician
12262,186040511466669,羅明才,politician
12266,484624271641781,"Kate Hollern, MP for Blackburn",politician
12267,39167691966,Gunnar Hökmark,politician
12274,1529212630633675,Vitor Valim,politician
12277,262733207211223,Glenda Alexander 4 Labour,politician
12278,285483338534105,Uwe Schmidt,politician
12281,379973742136545,Karl McCartney,politician
12284,261006794329325,Constance Le Grip,politician
12286,84534791408,Hermann Gröhe,politician
12290,592277534117124,Graciela Ocaña,politician
12295,535151123270928,Joe Mizzi,politician
12296,440244735250,Marc Tarabella,politician
12297,573853592751381,Claire Martin,politician
12300,148124972059932,Joanne Ryan MP,politician
12308,52418678069,Rainer Wieland,politician
12309,308776232652090,Richard Arkless for Dumfries & Galloway,politician
12310,337901469666619,Perla Tun,politician
12320,329262860438866,Bridget Phillipson,politician
12321,24718773587,Sarah Palin,politician
12322,415124335529300,Fausto Pinato,politician
12330,705931856088427,Ian Duncan,politician
12331,824224380980589,Jerry Buttimer,politician
12336,794940877344128,Lucila Lehmann,politician
12340,580813708692882,Davi Alcolumbre,politician
12344,361426427219353,Martha Tagle,politician
12350,9094598058,Leopoldo Lopez,politician
12361,209760195874244,Geovania de Sá,politician
12363,445466155584975,Patrick Prévot,politician
12370,774478189268456,Peeni Henare,politician
12388,371997949673200,Guy Bourgeois,politician
12389,159964696102,Kevin McCarthy,politician
